sample_id,domain,question,ground_truth_answer,retrieved_context,llm_response_without_rag,llm_response_with_rag,hallucination_label_without_rag,hallucination_label_with_rag,hallucination_type,factual_consistency_score,context_relevance_score,source_support_label,final_target_label
5358,biology,I need the correct answer: What gas do humans need to breathe to survive?,Oxygen,Humans need oxygen to survive.,The answer is Helium.,"Using the retrieved evidence, Oxygen.",1,0,unsupported_claim,0.3,0.76,supported,0
5359,geography,I need the correct answer: What is the largest ocean on Earth?,Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,Atlantic Ocean.,The context supports this answer: Pacific Ocean.,1,0,unsupported_claim,0.03,0.88,supported,0
5360,science,What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,Mercury.,The context supports this answer: Mars.,1,0,contradiction,0.17,0.81,supported,0
5361,science,Please answer briefly: What process do plants use to make food?,Photosynthesis,Plants use photosynthesis to make food.,It is commonly stated as Respiration.,"Based on the provided context, the correct answer is Photosynthesis.",1,0,contradiction,0.12,0.83,supported,0
5362,chemistry,Please answer briefly: What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,The answer is Baking soda.,"Based on the context, Salt, although some sources mention Sugar.",1,1,partially_correct,0.59,0.64,not_supported,1
5363,technology,"Using reliable knowledge, What does RAM stand for?",Random Access Memory,RAM stands for Random Access Memory.,Random Access Memory.,"According to the retrieved context, Random Access Memory.",0,0,none,0.9,0.88,supported,0
5364,biology,What is the basic unit of life?,The cell,The cell is the basic structural and functional unit of life.,It is The cell.,The context supports this answer: The cell.,0,0,none,0.98,0.86,supported,0
5365,history,Please answer briefly: The Great Wall is primarily located in which country?,China,The Great Wall is primarily located in China.,India.,"According to the retrieved context, China.",1,0,unsupported_claim,0.03,0.75,supported,0
5366,science,I need the correct answer: What process do plants use to make food?,Photosynthesis,Plants use photosynthesis to make food.,It is commonly stated as Fermentation.,The context supports this answer: Photosynthesis.,1,0,contradiction,0.38,1.0,supported,0
5367,history,I need the correct answer: Which empire built the Colosseum?,The Roman Empire,The Colosseum was built during the Roman Empire.,It is The Roman Empire.,"Based on the provided context, the correct answer is The Roman Empire.",0,0,none,0.97,0.79,supported,0
5368,physics,I need the correct answer: What unit is used to measure force?,Newton,Force is measured in newtons.,Joule.,"Based on the provided context, the correct answer is Newton.",1,0,factual_error,0.06,0.95,supported,0
5369,technology,What is an operating system?,Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,The answer is Software that manages computer hardware and software.,"Based on the provided context, the correct answer is Software that manages computer hardware and software.",0,0,none,0.99,0.85,supported,0
5370,biology,"Using reliable knowledge, What molecule carries genetic information?",DNA,DNA carries genetic information in living organisms.,"DNA, but it is sometimes confused with Glucose.","According to the retrieved context, DNA.",1,0,partially_correct,0.58,0.75,supported,0
5371,health,Which nutrient is the body's main source of energy?,Carbohydrates,Carbohydrates are the body's main source of energy.,Minerals.,"According to the retrieved context, Carbohydrates.",1,0,unsupported_claim,0.2,0.87,supported,0
5372,health,Please answer briefly: Which organ pumps blood through the body?,The heart,The heart pumps blood throughout the body.,The heart.,"Using the retrieved evidence, The heart.",0,0,none,0.89,0.89,supported,0
5373,chemistry,"Using reliable knowledge, What is the pH of pure water at room temperature?",7,Pure water has a pH of 7 at room temperature.,8.,"Based on the provided context, the correct answer is 7.",1,0,unsupported_claim,0.06,0.96,supported,0
5374,health,Please answer briefly: Which organ filters blood to produce urine?,Kidneys,The kidneys filter blood to produce urine.,Kidneys.,"According to the retrieved context, Kidneys.",0,0,none,0.99,0.86,supported,0
5375,geography,I need the correct answer: Which continent is the Sahara Desert located on?,Africa,The Sahara Desert is located in Africa.,Africa.,"Based on the provided context, the correct answer is Africa.",0,0,none,0.91,0.74,supported,0
5376,geography,Can you answer this: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,It is commonly stated as India.,The context supports this answer: China.,1,0,contradiction,0.14,0.97,supported,0
5377,science,Please answer briefly: What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,It is commonly stated as Mercury.,"Using the retrieved evidence, Mars.",1,0,factual_error,0.12,0.95,supported,0
5378,finance,Can you answer this: What is a stock?,A share of ownership in a company,A stock represents a share of ownership in a company.,The answer is A share of ownership in a company.,The context supports this answer: A share of ownership in a company.,0,0,none,0.9,0.85,supported,0
5379,technology,I need the correct answer: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,The answer is Delivering computing services over the internet.,"Based on the provided context, the correct answer is Delivering computing services over the internet.",0,0,none,0.96,0.96,supported,0
5380,health,What mineral is important for strong bones?,Calcium,Calcium is important for strong bones and teeth.,"Calcium, but it is sometimes confused with Potassium.","Based on the provided context, the correct answer is Calcium.",1,0,partially_correct,0.67,0.81,supported,0
5381,finance,Can you answer this: What is a loan?,Borrowed money that must be repaid,"A loan is borrowed money that must be repaid, usually with interest.",The answer is A salary payment.,"According to the retrieved context, Borrowed money that must be repaid.",1,0,factual_error,0.11,0.99,supported,0
5382,finance,"Using reliable knowledge, What is inflation?",A general rise in prices,Inflation is a general rise in prices over time.,"A general rise in prices, but it is sometimes confused with An increase in wages only.","Based on the provided context, the correct answer is A general rise in prices.",1,0,partially_correct,0.51,0.85,supported,0
5383,history,I need the correct answer: Which empire built the Colosseum?,The Roman Empire,The Colosseum was built during the Roman Empire.,The Ottoman Empire.,"Based on the context, the answer is The British Empire.",1,1,contradiction,0.42,0.45,partially_supported,1
5384,history,I need the correct answer: Who was the first man to walk on the Moon?,Neil Armstrong,Neil Armstrong was the first man to walk on the Moon in 1969.,Yuri Gagarin.,"Based on the provided context, the correct answer is Neil Armstrong.",1,0,unsupported_claim,0.12,0.84,supported,0
5385,finance,Please answer briefly: What is inflation?,A general rise in prices,Inflation is a general rise in prices over time.,It is commonly stated as A fall in prices.,"Based on the provided context, the correct answer is A general rise in prices.",1,0,contradiction,0.23,0.86,supported,0
5386,physics,"Using reliable knowledge, What force keeps planets in orbit around the Sun?",Gravity,Gravity keeps planets in orbit around the Sun.,It is Gravity.,The context supports this answer: Gravity.,0,0,none,0.97,0.75,supported,0
5387,geography,"Using reliable knowledge, What is the capital of France?",Paris,Paris is the capital and most populous city of France.,It is Paris.,The context supports this answer: Paris.,0,0,none,0.9,0.74,supported,0
5388,health,What is the normal unit used to measure body temperature?,Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,Degrees Celsius or Fahrenheit.,"According to the retrieved context, Degrees Celsius or Fahrenheit.",0,0,none,0.99,0.91,supported,0
5389,health,Can you answer this: What is the normal unit used to measure body temperature?,Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,The answer is Volts.,The context supports this answer: Degrees Celsius or Fahrenheit.,1,0,contradiction,0.06,0.86,supported,0
5390,technology,I need the correct answer: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,It is Application Programming Interface.,The context supports this answer: Application Programming Interface.,0,0,none,0.92,0.78,supported,0
5391,science,Can you answer this: What process do plants use to make food?,Photosynthesis,Plants use photosynthesis to make food.,Photosynthesis.,The context supports this answer: Photosynthesis.,0,0,none,0.96,0.93,supported,0
5392,geography,Can you answer this: What is the capital of France?,Paris,Paris is the capital and most populous city of France.,The answer is Paris.,"According to the retrieved context, Paris.",0,0,none,0.92,0.89,supported,0
5393,chemistry,"Using reliable knowledge, What is NaCl commonly known as?",Salt,NaCl is commonly known as salt.,Baking soda.,"Based on the context, the answer is Chlorine.",1,1,factual_error,0.22,0.49,partially_supported,1
5394,chemistry,What is the pH of pure water at room temperature?,7,Pure water has a pH of 7 at room temperature.,It is 7.,"Using the retrieved evidence, 7.",0,0,none,0.99,0.9,supported,0
5395,literature,I need the correct answer: Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,The answer is Charles Dickens.,"Based on the context, the answer is Charles Dickens.",1,1,factual_error,0.16,0.88,not_supported,1
5396,technology,"Using reliable knowledge, What does URL stand for?",Uniform Resource Locator,URL stands for Uniform Resource Locator.,It is Uniform Resource Locator.,"Based on the provided context, the correct answer is Uniform Resource Locator.",0,0,none,0.96,0.99,supported,0
5397,physics,What unit is used to measure force?,Newton,Force is measured in newtons.,The answer is Watt.,"According to the retrieved context, Newton.",1,0,contradiction,0.2,0.84,supported,0
5398,health,I need the correct answer: Which organ filters blood to produce urine?,Kidneys,The kidneys filter blood to produce urine.,The answer is Stomach.,"According to the retrieved context, Kidneys.",1,0,unsupported_claim,0.11,0.76,supported,0
5399,chemistry,I need the correct answer: What is H2O commonly called?,Water,H2O is the chemical formula for water.,The answer is Water.,"According to the retrieved context, Water.",0,0,none,0.97,0.9,supported,0
5400,science,Can you answer this: What is the center of an atom called?,The nucleus,The center of an atom is called the nucleus.,It is commonly stated as The shell.,"Based on the provided context, the correct answer is The nucleus.",1,0,unsupported_claim,0.02,0.82,supported,0
5401,history,I need the correct answer: Which empire built the Colosseum?,The Roman Empire,The Colosseum was built during the Roman Empire.,The answer is The Roman Empire.,"According to the retrieved context, The Roman Empire.",0,0,none,0.94,0.78,supported,0
5402,health,Can you answer this: Which vitamin is produced when skin is exposed to sunlight?,Vitamin D,Exposure to sunlight helps the body produce vitamin D.,The answer is Vitamin B12.,"According to the retrieved context, Vitamin D.",1,0,unsupported_claim,0.23,0.81,supported,0
5403,geography,Can you answer this: Which river is the longest in the world?,The Nile,The Nile is commonly cited as the world's longest river.,The answer is Mississippi River.,"Based on the provided context, the correct answer is The Nile.",1,0,unsupported_claim,0.21,0.92,supported,0
5404,geography,Can you answer this: Which continent is the Sahara Desert located on?,Africa,The Sahara Desert is located in Africa.,Europe.,The context supports this answer: Africa.,1,0,factual_error,0.36,0.73,supported,0
5405,technology,I need the correct answer: What does RAM stand for?,Random Access Memory,RAM stands for Random Access Memory.,Random Access Memory.,"According to the retrieved context, Random Access Memory.",0,0,none,0.95,0.86,supported,0
5406,history,Who was the first man to walk on the Moon?,Neil Armstrong,Neil Armstrong was the first man to walk on the Moon in 1969.,It is commonly stated as Michael Collins.,"Based on the provided context, the correct answer is Neil Armstrong.",1,0,unsupported_claim,0.36,0.94,supported,0
5407,health,Can you answer this: Which organ filters blood to produce urine?,Kidneys,The kidneys filter blood to produce urine.,Lungs.,The context supports this answer: Kidneys.,1,0,unsupported_claim,0.1,0.96,supported,0
5408,science,"Using reliable knowledge, What star is at the center of our solar system?",The Sun,The Sun is the star at the center of our solar system.,Earth.,"According to the retrieved context, The Sun.",1,0,contradiction,0.08,0.98,supported,0
5409,physics,"Using reliable knowledge, What is the speed of light in vacuum?","About 299,792 km/s","The speed of light in vacuum is about 299,792 kilometers per second.","About 299,792 km/s, but it is sometimes confused with About 3,000 km/s.","Based on the provided context, the correct answer is About 299,792 km/s.",1,0,partially_correct,0.5,0.93,supported,0
5410,technology,I need the correct answer: What does CPU stand for?,Central Processing Unit,"CPU stands for Central Processing Unit, the main processor in a computer.",It is commonly stated as Central Program Unit.,The context supports this answer: Central Processing Unit.,1,0,factual_error,0.1,0.97,supported,0
5411,technology,Can you answer this: What is cloud computing?,Delivering computing services over the internet,Cloud computing means delivering computing services over the internet.,"Delivering computing services over the internet, but it is sometimes confused with Fixing hardware locally.","Based on the provided context, the correct answer is Delivering computing services over the internet.",1,0,partially_correct,0.58,0.9,supported,0
5412,health,I need the correct answer: Which blood cells help fight infection?,White blood cells,White blood cells help the body fight infection.,It is White blood cells.,"Using the retrieved evidence, White blood cells.",0,0,none,0.98,0.94,supported,0
5413,science,Can you answer this: What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,Venus.,"Based on the context, Mars, although some sources mention Venus.",1,1,partially_correct,0.75,0.54,not_supported,1
5414,science,Please answer briefly: What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,The answer is Mars.,"According to the retrieved context, Mars.",0,0,none,0.98,0.81,supported,0
5415,literature,Who wrote 'The Odyssey'?,Homer,Homer is traditionally credited with writing 'The Odyssey'.,Virgil.,"Based on the context, the answer is Virgil.",1,1,factual_error,0.19,0.72,partially_supported,1
5416,science,I need the correct answer: What gas do plants absorb from the atmosphere?,Carbon dioxide,Plants absorb carbon dioxide from the atmosphere during photosynthesis.,Carbon dioxide.,"Using the retrieved evidence, Carbon dioxide.",0,0,none,0.95,0.91,supported,0
5417,science,"Using reliable knowledge, What process do plants use to make food?",Photosynthesis,Plants use photosynthesis to make food.,The answer is Photosynthesis.,"According to the retrieved context, Photosynthesis.",0,0,none,0.94,0.98,supported,0
5418,literature,"Using reliable knowledge, Who wrote 'Romeo and Juliet'?",William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,The answer is William Shakespeare.,The context supports this answer: William Shakespeare.,0,0,none,0.92,0.77,supported,0
5419,technology,Can you answer this: What does RAM stand for?,Random Access Memory,RAM stands for Random Access Memory.,The answer is Random Access Memory.,The context supports this answer: Random Access Memory.,0,0,none,1.0,0.9,supported,0
5420,technology,I need the correct answer: What is an operating system?,Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,It is commonly stated as A programming language.,The context supports this answer: Software that manages computer hardware and software.,1,0,contradiction,0.06,0.92,supported,0
5421,technology,"Using reliable knowledge, What is an operating system?",Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,The answer is Software that manages computer hardware and software.,The context supports this answer: Software that manages computer hardware and software.,0,0,none,1.0,0.85,supported,0
5422,geography,I need the correct answer: Which continent is the Sahara Desert located on?,Africa,The Sahara Desert is located in Africa.,It is commonly stated as Europe.,The context supports this answer: Africa.,1,0,contradiction,0.2,0.76,supported,0
5423,geography,What is the smallest continent by land area?,Australia,Australia is the smallest continent by land area.,Antarctica.,The context supports this answer: Australia.,1,0,unsupported_claim,0.34,0.95,supported,0
5424,health,Which organ filters blood to produce urine?,Kidneys,The kidneys filter blood to produce urine.,The answer is Pancreas.,"Based on the provided context, the correct answer is Kidneys.",1,0,factual_error,0.16,0.9,supported,0
5425,literature,I need the correct answer: Who wrote '1984'?,George Orwell,George Orwell wrote the novel '1984'.,It is commonly stated as Ernest Hemingway.,"According to the retrieved context, George Orwell.",1,0,contradiction,0.38,0.88,supported,0
5426,physics,Can you answer this: What unit is used to measure force?,Newton,Force is measured in newtons.,The answer is Joule.,"Using the retrieved evidence, Newton.",1,0,contradiction,0.4,0.89,supported,0
5427,science,I need the correct answer: What star is at the center of our solar system?,The Sun,The Sun is the star at the center of our solar system.,It is The Sun.,The context supports this answer: The Sun.,0,0,none,0.99,0.93,supported,0
5428,health,Which organ pumps blood through the body?,The heart,The heart pumps blood throughout the body.,The heart.,The context supports this answer: The heart.,0,0,none,1.0,0.78,supported,0
5429,health,Which blood cells help fight infection?,White blood cells,White blood cells help the body fight infection.,The answer is Nerve cells.,"Based on the provided context, the correct answer is White blood cells.",1,0,factual_error,0.31,0.92,supported,0
5430,finance,What is a stock?,A share of ownership in a company,A stock represents a share of ownership in a company.,"A share of ownership in a company, but it is sometimes confused with A government tax.",The context supports this answer: A share of ownership in a company.,1,0,partially_correct,0.61,0.87,supported,0
5431,geography,What is the capital of Japan?,Tokyo,Tokyo is the capital of Japan.,It is commonly stated as Seoul.,"According to the retrieved context, Tokyo.",1,0,unsupported_claim,0.02,0.99,supported,0
5432,geography,I need the correct answer: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,India.,"Based on the provided context, the correct answer is China.",1,0,unsupported_claim,0.37,0.76,supported,0
5433,geography,Can you answer this: Which continent is the Sahara Desert located on?,Africa,The Sahara Desert is located in Africa.,Africa.,"Using the retrieved evidence, Africa.",0,0,none,0.98,0.83,supported,0
5434,geography,"Using reliable knowledge, Which river is the longest in the world?",The Nile,The Nile is commonly cited as the world's longest river.,The answer is The Nile.,The context supports this answer: The Nile.,0,0,none,0.93,1.0,supported,0
5435,geography,Please answer briefly: What is the largest ocean on Earth?,Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,"Pacific Ocean, but it is sometimes confused with Arctic Ocean.","According to the retrieved context, Pacific Ocean.",1,0,partially_correct,0.51,0.82,supported,0
5436,finance,I need the correct answer: What is a stock?,A share of ownership in a company,A stock represents a share of ownership in a company.,A share of ownership in a company.,The context supports this answer: A share of ownership in a company.,0,0,none,0.92,0.97,supported,0
5437,finance,I need the correct answer: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,It is Revenue minus costs.,"Based on the provided context, the correct answer is Revenue minus costs.",0,0,none,0.94,0.8,supported,0
5438,literature,I need the correct answer: Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,It is William Shakespeare.,"According to the retrieved context, William Shakespeare.",0,0,none,1.0,0.89,supported,0
5439,finance,What does GDP stand for?,Gross Domestic Product,"GDP stands for Gross Domestic Product, a measure of the total value of goods and services produced.",It is commonly stated as Global Development Product.,"According to the retrieved context, Gross Domestic Product.",1,0,contradiction,0.24,0.76,supported,0
5440,literature,Can you answer this: Who wrote 'The Odyssey'?,Homer,Homer is traditionally credited with writing 'The Odyssey'.,Socrates.,"Using the retrieved evidence, Homer.",1,0,factual_error,0.17,0.9,supported,0
5441,biology,Please answer briefly: What organelle is known as the powerhouse of the cell?,Mitochondria,Mitochondria are known as the powerhouse of the cell.,It is commonly stated as Golgi bodies.,"Using the retrieved evidence, Mitochondria.",1,0,unsupported_claim,0.37,0.85,supported,0
5442,health,"Using reliable knowledge, Which organ pumps blood through the body?",The heart,The heart pumps blood throughout the body.,"The heart, but it is sometimes confused with The liver.","Based on the context, the answer is The lungs.",1,1,contradiction,0.24,0.73,not_supported,1
5443,biology,Please answer briefly: What molecule carries genetic information?,DNA,DNA carries genetic information in living organisms.,Glucose.,"Based on the provided context, the correct answer is DNA.",1,0,contradiction,0.12,0.86,supported,0
5444,chemistry,What is the chemical symbol for gold?,Au,The chemical symbol for gold is Au.,The answer is Au.,"Using the retrieved evidence, Au.",0,0,none,0.98,0.9,supported,0
5445,finance,"Using reliable knowledge, What is a stock?",A share of ownership in a company,A stock represents a share of ownership in a company.,A share of ownership in a company.,"Using the retrieved evidence, A share of ownership in a company.",0,0,none,1.0,0.81,supported,0
5446,science,Can you answer this: What star is at the center of our solar system?,The Sun,The Sun is the star at the center of our solar system.,Mars.,"Using the retrieved evidence, The Sun.",1,0,unsupported_claim,0.21,0.86,supported,0
5447,history,Who was the first man to walk on the Moon?,Neil Armstrong,Neil Armstrong was the first man to walk on the Moon in 1969.,The answer is Buzz Aldrin.,"Based on the provided context, the correct answer is Neil Armstrong.",1,0,unsupported_claim,0.38,0.91,supported,0
5448,geography,I need the correct answer: What is the capital of Japan?,Tokyo,Tokyo is the capital of Japan.,It is Tokyo.,"Using the retrieved evidence, Tokyo.",0,0,none,0.97,0.79,supported,0
5449,chemistry,"Using reliable knowledge, What is H2O commonly called?",Water,H2O is the chemical formula for water.,The answer is Oxygen.,"According to the retrieved context, Water.",1,0,factual_error,0.14,0.87,supported,0
5450,health,Please answer briefly: What is the normal unit used to measure body temperature?,Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,The answer is Degrees Celsius or Fahrenheit.,The context supports this answer: Degrees Celsius or Fahrenheit.,0,0,none,0.97,1.0,supported,0
5451,literature,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,Charles Dickens.,"Using the retrieved evidence, William Shakespeare.",1,0,unsupported_claim,0.33,0.73,supported,0
5452,chemistry,I need the correct answer: What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,It is Salt.,"Using the retrieved evidence, Salt.",0,0,none,0.98,0.8,supported,0
5453,biology,"Using reliable knowledge, What is the basic unit of life?",The cell,The cell is the basic structural and functional unit of life.,The answer is The cell.,"Using the retrieved evidence, The cell.",0,0,none,0.91,0.86,supported,0
5454,technology,"Using reliable knowledge, What does URL stand for?",Uniform Resource Locator,URL stands for Uniform Resource Locator.,It is Uniform Resource Locator.,"Based on the provided context, the correct answer is Uniform Resource Locator.",0,0,none,0.99,0.81,supported,0
5455,health,Which vitamin is produced when skin is exposed to sunlight?,Vitamin D,Exposure to sunlight helps the body produce vitamin D.,"Vitamin D, but it is sometimes confused with Vitamin C.",The context supports this answer: Vitamin D.,1,0,partially_correct,0.55,0.92,supported,0
5456,finance,What does GDP stand for?,Gross Domestic Product,"GDP stands for Gross Domestic Product, a measure of the total value of goods and services produced.",It is commonly stated as Gross Domestic Profit.,The context supports this answer: Gross Domestic Product.,1,0,factual_error,0.12,0.9,supported,0
5457,finance,What is a recession?,A significant decline in economic activity,A recession is a significant decline in economic activity.,The answer is A short-term stock rally.,"According to the retrieved context, A significant decline in economic activity.",1,0,unsupported_claim,0.03,0.75,supported,0
5458,geography,Can you answer this: What is the largest ocean on Earth?,Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,It is commonly stated as Atlantic Ocean.,The context supports this answer: Pacific Ocean.,1,0,contradiction,0.23,0.88,supported,0
5459,literature,Can you answer this: Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,The answer is Charlotte Brontë.,"Using the retrieved evidence, Jane Austen.",1,0,contradiction,0.35,0.85,supported,0
5460,history,Who wrote the Declaration of Independence?,Thomas Jefferson,Thomas Jefferson was the principal author of the Declaration of Independence.,It is Thomas Jefferson.,"Using the retrieved evidence, Thomas Jefferson.",0,0,none,0.99,0.89,supported,0
5461,science,"Using reliable knowledge, What planet is known as the Red Planet?",Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,It is Mars.,"Based on the provided context, the correct answer is Mars.",0,0,none,0.99,0.92,supported,0
5462,technology,Can you answer this: What does RAM stand for?,Random Access Memory,RAM stands for Random Access Memory.,It is commonly stated as Rapid Access Module.,"Based on the provided context, the correct answer is Random Access Memory.",1,0,unsupported_claim,0.22,0.79,supported,0
5463,technology,Can you answer this: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,"Application Programming Interface, but it is sometimes confused with Advanced Protocol Interface.","Based on the context, the answer is Applied Program Internet.",1,1,unsupported_claim,0.33,0.72,partially_supported,1
5464,geography,Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,The answer is Bhutan.,"Based on the provided context, the correct answer is China.",1,0,factual_error,0.27,0.88,supported,0
5465,geography,I need the correct answer: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,The answer is Bhutan.,"Based on the context, China, although some sources mention India.",1,1,partially_correct,0.57,0.51,partially_supported,1
5466,science,What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,The answer is Mars.,"According to the retrieved context, Mars.",0,0,none,0.85,0.76,supported,0
5467,geography,"Using reliable knowledge, What is the largest ocean on Earth?",Pacific Ocean,The Pacific Ocean is the largest and deepest ocean on Earth.,Pacific Ocean.,"Based on the provided context, the correct answer is Pacific Ocean.",0,0,none,0.91,0.92,supported,0
5468,biology,I need the correct answer: What molecule carries genetic information?,DNA,DNA carries genetic information in living organisms.,RNA only.,"Based on the provided context, the correct answer is DNA.",1,0,factual_error,0.02,0.77,supported,0
5469,health,Please answer briefly: What is the normal unit used to measure body temperature?,Degrees Celsius or Fahrenheit,Body temperature is commonly measured in degrees Celsius or degrees Fahrenheit.,Volts.,"According to the retrieved context, Degrees Celsius or Fahrenheit.",1,0,factual_error,0.27,0.96,supported,0
5470,literature,Who wrote 'The Odyssey'?,Homer,Homer is traditionally credited with writing 'The Odyssey'.,The answer is Socrates.,"Based on the context, Homer, although some sources mention Socrates.",1,1,partially_correct,0.57,0.77,not_supported,1
5471,technology,I need the correct answer: What is an operating system?,Software that manages computer hardware and software,An operating system is software that manages computer hardware and software resources.,The answer is Software that manages computer hardware and software.,The context supports this answer: Software that manages computer hardware and software.,0,0,none,0.98,0.76,supported,0
5472,finance,I need the correct answer: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,The answer is Revenue minus costs.,"According to the retrieved context, Revenue minus costs.",0,0,none,0.99,0.79,supported,0
5473,history,Can you answer this: The Great Wall is primarily located in which country?,China,The Great Wall is primarily located in China.,It is commonly stated as India.,"Based on the provided context, the correct answer is China.",1,0,factual_error,0.34,0.92,supported,0
5474,health,"Using reliable knowledge, Which vitamin is produced when skin is exposed to sunlight?",Vitamin D,Exposure to sunlight helps the body produce vitamin D.,The answer is Vitamin D.,"Using the retrieved evidence, Vitamin D.",0,0,none,0.96,0.77,supported,0
5475,literature,I need the correct answer: Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,The answer is Jane Austen.,"Based on the provided context, the correct answer is Jane Austen.",0,0,none,1.0,0.84,supported,0
5476,technology,What does AI stand for?,Artificial Intelligence,AI stands for Artificial Intelligence.,The answer is Automated Interface.,"Based on the provided context, the correct answer is Artificial Intelligence.",1,0,unsupported_claim,0.25,0.96,supported,0
5477,science,Can you answer this: What is the center of an atom called?,The nucleus,The center of an atom is called the nucleus.,It is The nucleus.,"Based on the provided context, the correct answer is The nucleus.",0,0,none,0.98,0.75,supported,0
5478,health,I need the correct answer: What mineral is important for strong bones?,Calcium,Calcium is important for strong bones and teeth.,It is commonly stated as Potassium.,The context supports this answer: Calcium.,1,0,unsupported_claim,0.07,0.81,supported,0
5479,biology,What is the basic unit of life?,The cell,The cell is the basic structural and functional unit of life.,"The cell, but it is sometimes confused with The tissue.","According to the retrieved context, The cell.",1,0,partially_correct,0.59,0.99,supported,0
5480,health,Can you answer this: What is hypertension?,High blood pressure,Hypertension is another term for high blood pressure.,The answer is High body temperature.,"According to the retrieved context, High blood pressure.",1,0,unsupported_claim,0.16,0.95,supported,0
5481,technology,What does AI stand for?,Artificial Intelligence,AI stands for Artificial Intelligence.,It is Artificial Intelligence.,"Using the retrieved evidence, Artificial Intelligence.",0,0,none,0.91,0.79,supported,0
5482,geography,"Using reliable knowledge, What is the capital of Japan?",Tokyo,Tokyo is the capital of Japan.,It is commonly stated as Seoul.,"Based on the provided context, the correct answer is Tokyo.",1,0,contradiction,0.06,0.84,supported,0
5483,physics,"Using reliable knowledge, What unit is used to measure force?",Newton,Force is measured in newtons.,Newton.,"Based on the context, Newton, although some sources mention Pascal.",0,1,partially_correct,0.65,0.54,partially_supported,1
5484,chemistry,I need the correct answer: What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,It is Salt.,"Using the retrieved evidence, Salt.",0,0,none,0.96,0.93,supported,0
5485,health,What is hypertension?,High blood pressure,Hypertension is another term for high blood pressure.,It is commonly stated as Low blood sugar.,"Using the retrieved evidence, High blood pressure.",1,0,unsupported_claim,0.12,0.82,supported,0
5486,finance,Can you answer this: What does GDP stand for?,Gross Domestic Product,"GDP stands for Gross Domestic Product, a measure of the total value of goods and services produced.",It is commonly stated as Global Development Product.,"Using the retrieved evidence, Gross Domestic Product.",1,0,unsupported_claim,0.18,0.85,supported,0
5487,history,Can you answer this: Who was the first President of the United States?,George Washington,George Washington served as the first President of the United States from 1789 to 1797.,"George Washington, but it is sometimes confused with John Adams.","Based on the context, the answer is Thomas Jefferson.",1,1,unsupported_claim,0.32,0.78,partially_supported,1
5488,finance,"Using reliable knowledge, What is a stock?",A share of ownership in a company,A stock represents a share of ownership in a company.,It is A share of ownership in a company.,"According to the retrieved context, A share of ownership in a company.",0,0,none,0.96,0.85,supported,0
